Time,SOLAR,LOAD_E,LOAD_H,LOAD_EP,WIND
1,0.0,0.510947,0.8,0.9,0.553363
2,0.0,0.521066,0.8,0.9,0.611453
3,0.0,0.535917,0.8,0.9,0.376715
4,0.0,0.557184,0.8,0.9,0.421875
5,0.0,0.582609,0.8,0.9,0.481799
6,0.0,0.612062,0.8,0.9,0.618148
7,0.0,0.639141,0.8,0.9,0.631683
8,0.0,0.658031,0.8,0.9,0.695041
9,0.0,0.665456,0.8,0.9,0.732004
10,0.009,0.659295,0.8,0.9,0.859047
11,0.022,0.640214,0.8,0.9,1.0
12,0.039,0.615288,0.8,0.9,1.0
13,0.038,0.593774,0.8,0.9,1.0
14,0.032,0.579603,0.8,0.9,1.0
15,0.113,0.583007,0.8,0.9,1.0
16,0.103,0.609901,0.8,0.9,1.0
17,0.37,0.65882,0.8,0.9,1.0
18,0.314,0.720711,0.8,0.9,1.0
19,0.202,0.773843,0.8,0.9,1.0
20,0.105,0.796943,0.8,0.9,1.0
21,0.014,0.784474,0.8,0.9,0.91896
22,0.0,0.734862,0.8,0.9,0.618148
23,0.0,0.668507,0.8,0.9,0.78592
24,0.0,0.602837,0.8,0.9,0.910236
25,0.0,0.442107,0.8,0.9,0.168626
26,0.0,0.454677,0.8,0.9,0.218006
27,0.0,0.474348,0.8,0.9,0.168626
28,0.0,0.493755,0.8,0.9,0.201663
29,0.0,0.520546,0.8,0.9,0.19226
30,0.0,0.552003,0.8,0.9,0.183155
31,0.0,0.581103,0.8,0.9,0.201663
32,0.0,0.601706,0.8,0.9,0.224783
33,0.039,0.60572,0.8,0.9,0.264579
34,0.165,0.593935,0.8,0.9,0.204864
35,0.31,0.571379,0.8,0.9,0.238755
36,0.436,0.543922,0.8,0.9,0.245954
37,0.57,0.517975,0.8,0.9,0.221377
38,0.648,0.502926,0.8,0.9,0.218006
39,0.697,0.504944,0.8,0.9,0.189192
40,0.678,0.529289,0.8,0.9,0.168626
41,0.622,0.5745,0.8,0.9,0.177247
42,0.514,0.628595,0.8,0.9,0.211367
43,0.344,0.674332,0.8,0.9,0.218006
44,0.224,0.696379,0.8,0.9,0.228224
45,0.086,0.690739,0.8,0.9,0.280138
46,0.004,0.653337,0.8,0.9,0.300431
47,0.0,0.600015,0.8,0.9,0.386457
48,0.0,0.547466,0.8,0.9,0.487512
49,0.0,0.35981,0.8,0.9,0.008453
50,0.0,0.367851,0.8,0.9,0.003675
51,0.0,0.376886,0.8,0.9,0.037037
52,0.0,0.394783,0.8,0.9,0.026834
53,0.0,0.41584,0.8,0.9,0.043559
54,0.0,0.43747,0.8,0.9,0.052086
55,0.001,0.456895,0.8,0.9,0.056057
56,0.033,0.466401,0.8,0.9,0.030292
57,0.084,0.465885,0.8,0.9,0.02442
58,0.153,0.455804,0.8,0.9,0.009659
59,0.219,0.437396,0.8,0.9,0.018701
60,0.417,0.413628,0.8,0.9,0.042423
61,0.481,0.396351,0.8,0.9,0.049546
62,0.663,0.383715,0.8,0.9,0.045892
63,0.665,0.389425,0.8,0.9,0.022894
64,0.575,0.41123,0.8,0.9,0.012906
65,0.46,0.448782,0.8,0.9,0.004892
66,0.373,0.493865,0.8,0.9,0.016811
67,0.265,0.527964,0.8,0.9,0.018701
68,0.273,0.545618,0.8,0.9,0.050805
69,0.152,0.541161,0.8,0.9,0.080677
